chamado_id,data_abertura,canal,categoria,subcategoria,estado,cidade,duracao_minutos,resolvido_primeiro_contato,encaminhado_humano,satisfacao_1_a_5,plano_atual,resumo_atendimento,insatisfeito
CHM-10304,2026-06-23,LOJA FISICA,CANCELAMENTO,Cancelamento de linha,PR,Curitiba,7.0,True,False,5.0,Conecta Plus,Cliente solicita encerramento de uma linha do plano família.,False
CHM-10013,2026-08-02,LOJA FISICA,PLANO,Cancelamento de complemento,PE,Olinda,20.0,False,True,1.0,Conecta Plus,Cliente pede remoção de serviço adicional contratado.,True
CHM-10099,2026-08-03,LOJA FISICA,CANCELAMENTO,Cancelamento de linha,PE,Olinda,25.0,True,False,4.0,Conecta Plus,Cliente solicita encerramento de uma linha do plano família.,False
CHM-10019,2026-06-06,CHAT,PLANO,Dúvida sobre franquia,PR,Londrina,11.0,True,False,,Conecta Família,Cliente quer saber quantos GB restam na franquia do mês.,
CHM-10072,2026-07-02,LOJA FISICA,FATURA,Dúvida sobre desconto,PR,Londrina,12.0,True,False,3.0,Conecta Família,Cliente pergunta sobre desconto de fidelidade aplicado.,False
CHM-10318,2026-06-09,TELEFONE,TECNICO,Falha na instalação,CE,Fortaleza,29.0,False,True,,Conecta Família,Cliente relata problema durante instalação de internet fixa.,
CHM-10225,2026-06-26,CHAT,FATURA,Cobrança indevida,SP,Campinas,4.0,False,True,2.0,Conecta Família,Cliente relata cobrança de valor não reconhecido na fatura do mês.,True
CHM-10044,2026-07-06,LOJA FISICA,OUTROS,Solicitação de fatura detalhada,CE,Sobral,23.0,True,False,5.0,Conecta Família,Cliente pede detalhamento de consumo por linha na fatura.,False
CHM-10250,2026-07-17,LOJA FISICA,PLANO,Dúvida sobre franquia,MG,Belo Horizonte,18.0,True,False,,Conecta Básico,Cliente quer saber quantos GB restam na franquia do mês.,
CHM-10184,2026-06-30,LOJA FISICA,COBERTURA,Área sem cobertura 4G/5G,RS,Porto Alegre,28.0,False,True,,Conecta Família,Cliente pergunta sobre previsão de cobertura 5G na região.,
CHM-10055,2026-07-27,APP,PLANO,Troca de plano,PR,Londrina,13.0,False,True,2.0,Conecta Família,Cliente solicita migração para outro plano da ConectaTel.,True
CHM-10200,2026-07-08,CHAT,OUTROS,Elogio,BA,Feira de Santana,29.0,False,True,2.0,Conecta Básico,Cliente elogia atendimento recebido em contato anterior.,True
CHM-10154,2026-07-21,CHAT,TECNICO,Chip não funciona,RS,Porto Alegre,,True,False,5.0,Conecta Plus,Cliente relata chip novo sem funcionamento após ativação.,False
CHM-10098,2026-06-21,APP,OUTROS,Elogio,CE,Sobral,33.0,True,False,4.0,Conecta Básico,Cliente elogia atendimento recebido em contato anterior.,False
CHM-10197,2026-06-07,LOJA FISICA,TECNICO,Aparelho não conecta,BA,Salvador,15.0,True,False,3.0,Conecta Básico,Cliente relata que o aparelho não conecta à rede após configurar novo chip.,False
CHM-10021,2026-08-24,APP,OUTROS,Dúvida geral,PR,Londrina,23.0,False,True,,Conecta Plus,Cliente com dúvida geral sobre serviços da ConectaTel.,
CHM-10284,2026-07-07,LOJA FISICA,CANCELAMENTO,Cancelamento de linha,CE,Sobral,7.0,False,True,2.0,Conecta Plus,Cliente solicita encerramento de uma linha do plano família.,True
CHM-10091,2026-08-11,APP,TECNICO,Falha na instalação,BA,Feira de Santana,14.0,True,False,5.0,Conecta Plus,Cliente relata problema durante instalação de internet fixa.,False
CHM-10104,2026-08-08,APP,OUTROS,Sugestão,RS,Caxias do Sul,21.0,True,False,5.0,Conecta Básico,Cliente sugere melhoria no aplicativo da ConectaTel.,False
CHM-10149,2026-06-17,LOJA FISICA,PORTABILIDADE,Portabilidade não concluída,RJ,Niterói,3.0,True,False,3.0,Conecta Família,Cliente relata que a portabilidade não foi concluída no prazo informado.,False
